Username,Tweet,Hashtags,clean_tweet,polarity,subjectivity,sentiment
Legal Affairs Canada,31 Supreme Court Canada leave to appeal decisions April 17. Charter trial in reasonable time and judicial vacancy. Trial delays and  #covid19 . Trial delays and election mode. Trial delays and adjournments. Human rights and aviation convention. Charter and covid19 benefits.  #SCC,"#covid19, #SCC",supreme court canada leave appeal decisions april charter trial reasonable time judicial vacancy trial delays covid trial delays election mode trial delays adjournments human rights aviation convention charter covid benefits scc,0.1,0.35,Positive
Bill Lee,Freezer trucks were filled with with Americans who were killed by Donald J. Trump during his first term.  #Covid19,#Covid19,freezer trucks filled americans killed donald trump first term covid,0.15,0.4111111111111111,Positive
Jamie Metzl,Today we are releasing our draft legislation holding the Chinese government accountable and liable for the  #COVID19  pandemic. The US Congress must pass this legislation and send it the the President for signature.,#COVID19,today releasing draft legislation holding chinese government accountable liable covid pandemic congress must pass legislation send president signature,-0.05,0.25,Negative
USD (P&R),Thank you for bringing this to our attention. No former Service member will be asked to say they were not coerced if they want to apply for reinstatement after voluntarily leaving the military to avoid taking a  #COVID19  vaccine.  https:// ID-19-Reinstatement/ …,#COVID19,thank bringing attention former service member asked say coerced want apply reinstatement voluntarily leaving military avoid taking covid vaccine idreinstatement,-0.05,0.05,Negative
AllicinV ( 大蒜素-V ) - (TM),Oil Executives don't have time to be lied to.  #USA #MadeInAmerica #Truth #Technology #SARS #SARSCov2 #Covid #Covid19 #Immunity #Immunology #Virtue #Justice #Shielding #Detoxing #AllicinV,"#USA, #MadeInAmerica, #Truth, #Technology, #SARS, #SARSCov2, #Covid, #Covid19, #Immunity, #Immunology, #Virtue, #Justice, #Shielding, #Detoxing, #AllicinV",oil executives dont time lied usa madeinamerica truth technology sars sarscov covid covid immunity immunology virtue justice shielding detoxing allicinv,0.0,0.0,Neutral
Keith,#Covid19 #BringBackMasks #LongCovid #teacher #LongCovidKids,"#Covid19, #BringBackMasks, #LongCovid, #teacher, #LongCovidKids",covid bringbackmasks longcovid teacher longcovidkids,0.0,0.0,Neutral
APPRISE,"Reports: Paxlovid doesn't relieve adult  #longCOVID  symptoms, prevent condition in youth  #COVID19 In  @CIDRAP https://","#longCOVID, #COVID19",reports paxlovid doesnt relieve adult longcovid symptoms prevent condition youth covid,0.1,0.3,Positive
AllicinV ( 大蒜素-V ) - (TM),"AllicinV can save your day when you wake up in a Houston hotel feeling bad from what the people who slept there before you had and you test positive for  #Covid19  in the walk-in clinic across the street. Especially, when you have a full day of business meetings planned  out.",#Covid19,allicinv save day wake houston hotel feeling bad people slept test positive covid walkin clinic across street especially full day business meetings planned,0.0757575757575758,0.7373737373737373,Positive
Star,"We know  #SARSCoV2  is NOT a Respiratory Disease   

But Is  Systemic Disease causing Multiple Organ Damage including 

Vascular
Heart
Kidney
Liver
Spleen 
Pancreatic
Mitochondria 
Autonomic & Nerves
Brain DAMAGE ",#SARSCoV2,know sarscov respiratory disease systemic disease causing multiple organ damage including vascular heart kidney liver spleen pancreatic mitochondria autonomic nerves brain damage,0.0,0.0,Neutral
GOLDEN AGE GOSSIP,"IF YOU WANT TO KNOW EVERYTHING ABOUT COVID 19  WATCH THIS, EXPLAINS EVERYTHING FROM THE CDC DIRECTOR THAT WAS SILENCED  @ChrisCuomo #usa #canada #CanadaDebate #trump #breaking #COVID19 #Covid #cnn #bbc #fox #FoxNews","#usa, #canada, #CanadaDebate, #trump, #breaking, #COVID19, #Covid, #cnn, #bbc, #fox, #FoxNews",want know everything covid watch explains everything cdc director silenced usa canada canadadebate trump breaking covid covid cnn bbc fox foxnews,0.0,0.0,Neutral
Christos Argyropoulos MD PhD FlozinatorInChief,"Shot: common cold virus we have all caught (*) increases the risk of dementia

Chaser: The common virus is  #Covid19 (*) which our newspaper, among others, told you it is no biggie, so you kept getting and encouraged your kids to get it too.

Left: the paper, right: herd immunity",#Covid19,shot common cold virus caught increases risk dementia chaser common virus covid newspaper among others told biggie kept getting encouraged kids get left paper right herd immunity,-0.1828571428571428,0.5071428571428571,Negative
ShanghaiPanda,"This is a timeline of  #covid19   epidemic that I compiled. Where did the terrible virus come from?
No one knows yet.
BUT... the US army team win 0 gold medal in Wuhan.
Were they really athletes? #Wuhan","#covid19, #Wuhan",timeline covid epidemic compiled terrible virus come one knows yet army team win gold medal wuhan really athletes wuhan,1.8503717077085938e-17,0.5333333333333333,Positive
D1s4b1l1ty-J4ck,Nine days of Covid sucks balls. Nine days straight positive tests.  #COVID19,#COVID19,nine days covid sucks balls nine days straight positive tests covid,0.0424242424242424,0.4151515151515151,Positive
Clutch023,Is It Safe To See Grandparents For The Holidays During COVID-19? Experts Weigh In. The third wave of COVID-19 is here. So what do family gatherings with older relatives look like now?  #Grand #COVID19,"#Grand, #COVID19",safe see grandparents holidays covid experts weigh third wave covid family gatherings older relatives look like grand covid,0.2916666666666666,0.4583333333333333,Positive
MaryMacElveen,https:// origins-of-covid-19/ … President Trump just exposed this information on  #COVID19,#COVID19,originsofcovid president trump exposed information covid,0.0,0.0,Neutral
Rubidoooo,"How many Covid-19 shots/boosters have they rolled out in different countries in the world?

In Sweden they are now promoting for & rolling out booster no 9 of what I´ve heard!! #Covid19",#Covid19,many covid shotsboosters rolled different countries world sweden promoting rolling booster ive heard covid,0.25,0.55,Positive
EMA Journal,"Characteristics and predictors of severe outcomes of  #COVID19  cases presenting to the ED
 
  https:// 723.70040 … #OpenAccess @mmdinh @WileyHealth @acemonline","#COVID19, #OpenAccess",characteristics predictors severe outcomes covid cases presenting openaccess,0.0,0.0,Neutral
Didi Dumm,#Memories : 5 years ago - the  #wind #turbine  ( #walk #spring #goodbyewinter #windturbine #blue #sky #sunshine #sunlight #light #sun #backlight #backlit #energy #windpower #power #energy #windenergy #Corona #COVID19 ),"#Memories, #wind, #turbine, #walk, #spring, #goodbyewinter, #windturbine, #blue, #sky, #sunshine, #sunlight, #light, #sun, #backlight, #backlit, #energy, #windpower, #power, #energy, #windenergy, #Corona, #COVID19",memories years ago wind turbine walk spring goodbyewinter windturbine blue sky sunshine sunlight light sun backlight backlit energy windpower power energy windenergy corona covid,0.2,0.3999999999999999,Positive
Keith,#Covid19 #BringBackMasks #LongCovid #teacher #LongCovidKids,"#Covid19, #BringBackMasks, #LongCovid, #teacher, #LongCovidKids",covid bringbackmasks longcovid teacher longcovidkids,0.0,0.0,Neutral
"Barb Loe, NVIC","Health Secretary Shares Concerns About Efficacy of Novavax COVID-19 Vaccine After FDA Delay

Robert F. Kennedy Jr. said the vaccine is not effective.  #Novavax #COVID19 #Vaccine","#Novavax, #COVID19, #Vaccine",health secretary shares concerns efficacy novavax covid vaccine fda delay robert kennedy said vaccine effective novavax covid vaccine,0.6,0.8,Positive
ACIPC,"ACIPC calls for consistent use of PFR masks—not surgical masks—in healthcare settings with suspected or confirmed COVID-19. Current guidelines underestimate airborne risks. 

Read the full Position Statement:  https:// ment-on-pfr-masks-in-covid-19-management/ … #IPC #COVID19 #HealthcareSafety #ACIPC #PPE","#IPC, #COVID19, #HealthcareSafety, #ACIPC, #PPE",acipc calls consistent use pfr masksnot surgical masksin healthcare settings suspected confirmed covid current guidelines underestimate airborne risks read full position statement mentonpfrmasksincovidmanagement ipc covid healthcaresafety acipc ppe,0.25,0.55,Positive
redpillbot,The CIA calls people conspiracy theorists to deflect from their illegal actions.  #WeThePeople  believe they were involved with the murder  #Kennedy  & creating  #COVID19 .,"#WeThePeople, #Kennedy, #COVID19",cia calls people conspiracy theorists deflect illegal actions wethepeople believe involved murder kennedy creating covid,-0.5,0.5,Negative
AB,Eddington’s poster uses Wojnarowicz’s Untitled (Buffalos) to draw a haunting parallel: the red vs. blue divide in 2020’s COVID crisis mirrors the AIDS tragedy—division leading to destruction in a small town. A cinematic critique of a nation at odds.  #Eddington #AriAster #COVID19,"#Eddington, #AriAster, #COVID19",eddingtons poster uses wojnarowiczs untitled buffalos draw haunting parallel red blue divide covid crisis mirrors aids tragedydivision leading destruction small town cinematic critique nation odds eddington ariaster covid,-0.05,0.1399999999999999,Negative
Thailand Medical News,United Kingdom Sees Sudden Rise in COVID-19 Cases as New Wave Takes Hold. https:// ngdom-sees-sudden-rise-in-covid-19-cases-as-new-wave-takes-hold … #BreakingNews #COVID19 #News #SARSCoV2 #Europe,"#BreakingNews, #COVID19, #News, #SARSCoV2, #Europe",united kingdom sees sudden rise covid cases new wave takes hold ngdomseessuddenriseincovidcasesasnewwavetakeshold breakingnews covid news sarscov europe,0.0681818181818181,0.4772727272727273,Positive
Tech Junkie,"How  #NintendoSwitch  Became The Top-Selling Console In America  https:// #gaming #GamesTj #GamingNews #GameDesign #GameDev #USA #investing #TechJunkieNews #Tech    (video, 2021)  #Japan #Asia #NintendoSwitch2 #Nintendo #Economics #MobileGames #COVID19","#NintendoSwitch, #gaming, #GamesTj, #GamingNews, #GameDesign, #GameDev, #USA, #investing, #TechJunkieNews, #Tech, #Japan, #Asia, #NintendoSwitch2, #Nintendo, #Economics, #MobileGames, #COVID19",nintendoswitch became topselling console america gaming gamestj gamingnews gamedesign gamedev usa investing techjunkienews tech video japan asia nintendoswitch nintendo economics mobilegames covid,0.0,0.0,Neutral
KiapiKFreddieAK@81,"Post  #Covid19  many SMEs where promised  #Bailout  but it never came, so many had to close shop  @UDB_Official @rggoobi @PSF_Uganda @Mglsd_UG @mofpedU @EPRC_official @BalaamAteenyiDr","#Covid19, #Bailout",post covid many smes promised bailout never came many close shop,0.5,0.5,Positive
KenyanGermanLady,"No! Of course not! We will not forget  #COVID #COVID19 #CoronaVirus , according to  @realDonaldTrump , the "" #ChineseVirus "".","#COVID, #COVID19, #CoronaVirus, #ChineseVirus",course forget covid covid coronavirus according chinesevirus,0.0,0.0,Neutral
News18,"#TalkStraight  | Over the past decade, the term “supply chain diversification"" has gone from being a technical trade term to a real-time necessity. @SSanbeer  |  #DonaldTrump #UnitedStatesofamerica #Covid19 https:// ht-talk-tariffs-and-tectonic-shifts-trumps-trade-war-can-catapult-india-forward-ws-l-9302390.html …","#TalkStraight, #DonaldTrump, #UnitedStatesofamerica, #Covid19",talkstraight past decade term supply chain diversification gone technical trade term realtime necessity donaldtrump unitedstatesofamerica covid httalktariffsandtectonicshiftstrumpstradewarcancatapultindiaforwardwslhtml,-0.125,0.175,Negative
Chemical & Biological Weapons,"#Biosecurity #GainOfFunction #COVID19 #Research  
How Virologists Lost the Gain-of-Function Debate https:// ow-virologists-lost-the-gain-of-function-debate … [...]

As with so many other scientific controversies in our political life, public opinion on Covid origins has come to track — and serve as a signifier for","#Biosecurity, #GainOfFunction, #COVID19, #Research",biosecurity gainoffunction covid research virologists lost gainoffunction debate owvirologistslostthegainoffunctiondebate many scientific controversies political life public opinion covid origins come track serve signifier,0.1666666666666666,0.2222222222222222,Positive
Iain Ballesty,"We need to have the conversation /public health campaign, on how to minimize the chances of  #covid19  -->  #LongCovid .  Rest and fully recover helps.  Paxlovid? (Dubious). Metformin (BMI dependent?). See thread here:","#covid19, #LongCovid",need conversation public health campaign minimize chances covid longcovid rest fully recover helps paxlovid dubious metformin bmi dependent see thread,0.0,0.0666666666666666,Neutral
Black In Mathematics Association (BMA),"BMA congratulates the top 4 teams of the  #MAEPIMS  challenge, sponsored by  @MAEPiMSchalleng . In just 96 hours,  #undergrad  &  #grad  students tackled a  #COVID19  problem with  #math  models &  #ML , guided by  #PhD  mentors. Great work, wishing you more wins ahead! #BMA #Hackathon","#MAEPIMS, #undergrad, #grad, #COVID19, #math, #ML, #PhD, #BMA, #Hackathon",bma congratulates top teams maepims challenge sponsored hours undergrad grad students tackled covid problem math models guided phd mentors great work wishing wins ahead bma hackathon,0.5333333333333333,0.4833333333333333,Positive
Yukis life,#COVID19 #Australia #coffeebreak #facts #Melbourne,"#COVID19, #Australia, #coffeebreak, #facts, #Melbourne",covid australia coffeebreak facts melbourne,0.0,0.0,Neutral
Observer,"Trump zündet die nächste Stufe im Zollkrieg gegen China! Das white House veröffentlicht ein Lügenmanifest. 

Trump escalates the next phase of the trade war against China! The White House releases a manifesto of lies. #covid19",#covid19,trump zndet die nchste stufe zollkrieg gegen china das white house verffentlicht ein lgenmanifest trump escalates next phase trade war china white house releases manifesto lies covid,0.0,0.0,Neutral
Bioxytran Inc.,$BIXT  CCO  @MikeSheikh2  Interview and Business Update on  @emergingrowth  11:25 AM EST.  Get Ready Register NOW!  #virology #bigpharmadeals #galectinscience #COVID19 #RSV #H5N1 #H1N1 https:// ei=1705403&tp_key=612b99c876&sti=bixt …,"#virology, #bigpharmadeals, #galectinscience, #COVID19, #RSV, #H5N1, #H1N1",bixt cco interview business update est get ready register virology bigpharmadeals galectinscience covid rsv eitpkeybcstibixt,0.2,0.5,Positive
"Gavi, the Vaccine Alliance","From  #cholera  to  #COVID19 , infectious diseases don't create inequalities – they reveal them.  @jacobinoire 's book ""A History of the World in Six Plagues"" examines how contagion, class and captivity have shaped global health outcomes for centuries.  https://  via","#cholera, #COVID19",cholera covid infectious diseases dont create inequalities reveal book history world six plagues examines contagion class captivity shaped global health outcomes centuries via,0.0,0.0,Neutral
Stefan Simanowitz,"5 years ago, me &  @peterjukes  broke the  #GreenwichSpeech  scandal

It was not only the smoking gun of the govt’s deadly  #COVID19  strategy but also lifted the veil on the  #PalantirPlan : deregulation population-wide genomic data collection UK as “Superman”","#GreenwichSpeech, #COVID19, #PalantirPlan",years ago broke greenwichspeech scandal smoking gun govts deadly covid strategy also lifted veil palantirplan deregulation populationwide genomic data collection superman,-0.2,0.4,Negative
Jan B. Hommel,"How incredibly interesting,  @DrGrahamLJ ! 

I've read a lot about  #COVID19 , wrote several blogs, but completely missed this! 

Every doctor should read this. As well as every lay person with some interest in the matter should. 

Thank you!  #vasculopathy","#COVID19, #vasculopathy",incredibly interesting ive read lot covid wrote several blogs completely missed every doctor read well every lay person interest matter thank vasculopathy,0.1999999999999999,0.3,Positive
Kaiser Permanente Research NorCal,Great to see  @Luis_A_Rguez @KPDOR @knorcal  present new research at the  @HCSRN  Annual Conference looking at  #diabetes  incidence before and after the  #COVID19  pandemic in people with  #prediabetes .    #HCSRN,"#diabetes, #COVID19, #prediabetes, #HCSRN",great see present new research annual conference looking diabetes incidence covid pandemic people prediabetes hcsrn,0.3121212121212121,0.4015151515151515,Positive
Maria Van Kerkhove,"Thank you  @BBCr4today  for speaking with me today about the  #PandemicAccord  agreed by  @WHO  Member States. This is an extraordinary accomplishment for global health and for everyone living in our interconnected world. 

This milestone is applying lessons learned from  #COVID19","#PandemicAccord, #COVID19",thank speaking today pandemicaccord agreed member states extraordinary accomplishment global health everyone living interconnected world milestone applying lessons learned covid,0.1666666666666666,0.5,Positive
Hendricus G Loos,"APR 16 2025 |  #SWITZERLAND #Geneva  | Five years after the emergence of COVID-19, WHO Member States conclude negotiations on the pandemic agreement draft.

• It will be submitted to the World Health Assembly  @WHO  from 19 to 27 May for adoption. #WHO #PandemicAccord #COVID19","#SWITZERLAND, #Geneva, #WHO, #PandemicAccord, #COVID19",apr switzerland geneva five years emergence covid member states conclude negotiations pandemic agreement draft submitted world health assembly may adoption pandemicaccord covid,0.0,0.0,Neutral
Calum Webster,I want doctors to know that  #SarsCov2  is an airborne pathogen and know the implications of contracting  #Covid19 .,"#SarsCov2, #Covid19",want doctors know sarscov airborne pathogen know implications contracting covid,0.0,0.0,Neutral
FizeekBio,Grow old enough to experience the schizophrenia pandemic potentially due to afflict civilization over the coming decades.  #COVID19,#COVID19,grow old enough experience schizophrenia pandemic potentially due afflict civilization coming decades covid,-0.0083333333333333,0.3583333333333333,Negative
Alex,"We wanted to update all our wonderful patrons and donors, who have stuck with us as we continue this ‘David and Goliath’ battle for justice, for the  #covid19 #vaccine  injured and bereaved.","#covid19, #vaccine",wanted update wonderful patrons donors stuck continue david goliath battle justice covid vaccine injured bereaved,1.0,1.0,Positive
Endless Revolt,"Get reliable, curated, Covid-19 news, videos and scientific publications at your fingertips.  #CovidIsNotOver #ThatCovidLife #Covid19 #mobile #app #iOS #Android","#CovidIsNotOver, #ThatCovidLife, #Covid19, #mobile, #app, #iOS, #Android",get reliable curated covid news videos scientific publications fingertips covidisnotover thatcovidlife covid mobile app ios android,0.0,0.0,Neutral
Dr. Adrian Wong (dradrianwong.bsky.social),Did 7 states file criminal referrals against Anthony Fauci and other top officials for COVID crimes?!  https:// iminal-referrals-7-states-fact-check/ … #TechARP #AnthonyFauci #Crime #COVID19 #Vaccine #Vaccination #Health #Controversy #Conspiracy #Law #Fact #Facts #FactCheck #Hoax #Fake #FakeNews,"#TechARP, #AnthonyFauci, #Crime, #COVID19, #Vaccine, #Vaccination, #Health, #Controversy, #Conspiracy, #Law, #Fact, #Facts, #FactCheck, #Hoax, #Fake, #FakeNews",states file criminal referrals anthony fauci top officials covid crimes iminalreferralsstatesfactcheck techarp anthonyfauci crime covid vaccine vaccination health controversy conspiracy law fact facts factcheck hoax fake fakenews,-0.1333333333333333,0.6833333333333332,Negative
South Centre," Join us for a  @South_Centre  webinar!   

Strengthening Antimicrobial Stewardship Policy: Insights from  #COVID19  & Future Pandemic Preparedness    14 April 2025 |   12:00 PM CEST |   Virtual (Zoom)

Learn from experts on  challenges & solutions for LMICs.",#COVID19,join webinar strengthening antimicrobial stewardship policy insights covid future pandemic preparedness april cest virtual zoom learn experts challenges solutions lmics,0.0,0.125,Neutral
News18,"US President Donald Trump’s White House on Friday launched a COVID-19 website that explores the origin of the pandemic, blaming it on China lab leaks.  #DonaldTrump #WhiteHouse #Covid19 #JoeBiden #China https:// use-launches-covid-19-website-blames-china-for-origin-criticises-who-biden-administration-9304967.html …","#DonaldTrump, #WhiteHouse, #Covid19, #JoeBiden, #China",president donald trumps white house friday launched covid website explores origin pandemic blaming china lab leaks donaldtrump whitehouse covid joebiden china uselaunchescovidwebsiteblameschinafororigincriticiseswhobidenadministrationhtml,0.0,0.0,Neutral
Claudicant,Jacinda saved many many many lives of New Zealanders by shutting up and locking down. NZ health had no chance with a rampant  #Covid19 .  #ChurArdern,"#Covid19, #ChurArdern",jacinda saved many many many lives new zealanders shutting locking health chance rampant covid churardern,0.409090909090909,0.4886363636363636,Positive
Harry Spoelstra,"""The pattern of lung disease we saw on medical imaging in people with  #COVID19  tells us that the disease is NOT pneumonia, it is a vasculopathy (disease of blood vessels).""  The long road to recognition, acceptance, and publication!
Great , lessons learned,worth your time!",#COVID19,pattern lung disease saw medical imaging people covid tells disease pneumonia vasculopathy disease blood vessels long road recognition acceptance publication great lessons learnedworth time,0.25,0.3833333333333333,Positive
Keith,#Covid19 #BringBackMasks #LongCovid #LongCovidKids,"#Covid19, #BringBackMasks, #LongCovid, #LongCovidKids",covid bringbackmasks longcovid longcovidkids,0.0,0.0,Neutral
Thailand Medical News,Scientists from India Discover That Dengue Is Causing SAR-CoV-2 Strains to Mutate Faster in Certain Geolocations https:// s-from-india-discover-that-dengue-is-causing-sar-cov-2-strains-to-mutate-faster-in-certain-geolocations … #BreakingNews #COVID19 #News #SARSCoV2 #Dengue #Mutations #BREAKING #WorldNews #India #USA #America #UnitedStates #Europe #France #Germany,"#BreakingNews, #COVID19, #News, #SARSCoV2, #Dengue, #Mutations, #BREAKING, #WorldNews, #India, #USA, #America, #UnitedStates, #Europe, #France, #Germany",scientists india discover dengue causing sarcov strains mutate faster certain geolocations sfromindiadiscoverthatdengueiscausingsarcovstrainstomutatefasterincertaingeolocations breakingnews covid news sarscov dengue mutations breaking worldnews india usa america unitedstates europe france germany,0.2142857142857142,0.5714285714285714,Positive
Polydeuces,Considering  @realDonaldTrump  lies and everyone associated with  #TrumpisaNationalDisgrace  lies I refuse to believe anything he or his  #fascist  people 'report' on  #COVID19  . I still trust  #Fauci  and real scientists.,"#TrumpisaNationalDisgrace, #fascist, #COVID19, #Fauci",considering lies everyone associated trumpisanationaldisgrace lies refuse believe anything fascist people report covid still trust fauci real scientists,0.2,0.3,Positive
Dr. Hemalatha Ramachandran,"Appreciate you sharing this, David. The link between SARS-CoV-2 and accelerated epigenetic aging—especially in women—is a wake-up call. Reversing biological age isn't just longevity science anymore, it’s public health.  #Epigenetics #COVID19","#Epigenetics, #COVID19",appreciate sharing david link sarscov accelerated epigenetic agingespecially womenis wakeup call reversing biological age isnt longevity science anymore public health epigenetics covid,0.0,0.0666666666666666,Neutral
Jason Smith - 上官杰文,"China is the King of Solar

China is the global leader in installed solar capacity and its not even close. #Climate #ClimateStrike #Solar","#Climate, #ClimateStrike, #Solar",china king solar china global leader installed solar capacity even close climate climatestrike solar,0.0,0.0,Neutral
Nakabuye Hilda F.,"What do we want? - Climate Justice. 

When do we want it? - Now. 

For humanity to survive, we need to prioritize Climate Action Now.  #ClimateActionNow #ClimateStrike .  #FridaysForFuture","#ClimateActionNow, #ClimateStrike, #FridaysForFuture",want climate justice want humanity survive need prioritize climate action climateactionnow climatestrike fridaysforfuture,0.1,0.1,Positive
Jason Smith - 上官杰文,China is the king of green energy research! #Climate #ClimateStrike #China,"#Climate, #ClimateStrike, #China",china king green energy research climate climatestrike china,-0.2,0.3,Negative
Jason Smith - 上官杰文,"No country in history has ever added as many total trees as China.

Not ever. Not even close. #ClimateStrike #Climate #China","#ClimateStrike, #Climate, #China",country history ever added many total trees china ever even close climatestrike climate china,0.25,0.625,Positive
CleanCyclers,ARE WE DOING ENOUGH TO SAVE OUR PLANET #ClimateChange #ClimateCrisis #GlobalWarming #Sustainability #SaveThePlanet #ClimateAction #EcoFriendly #GoGreen #ClimateJustice #EnvironmentalJustice #JustTransition #ClimateStrike #FridaysForFuture #GreenNewDeal #ActOnClimate #NoPlanetB,"#ClimateChange, #ClimateCrisis, #GlobalWarming, #Sustainability, #SaveThePlanet, #ClimateAction, #EcoFriendly, #GoGreen, #ClimateJustice, #EnvironmentalJustice, #JustTransition, #ClimateStrike, #FridaysForFuture, #GreenNewDeal, #ActOnClimate, #NoPlanetB",enough save planet climatechange climatecrisis globalwarming sustainability savetheplanet climateaction ecofriendly gogreen climatejustice environmentaljustice justtransition climatestrike fridaysforfuture greennewdeal actonclimate noplanetb,0.0,0.5,Neutral
350 Asia,Global  #ClimateStrike !  http://  Bangladesh joined Fridays for Future at Dhaka to demand: Climate justice NOW  Adequate climate finance  End to fossil fuels  Meaningful youth participation in NDCs  The climate crisis won't wait - neither will we!,#ClimateStrike,global climatestrike bangladesh joined fridays future dhaka demand climate justice adequate climate finance end fossil fuels meaningful youth participation ndcs climate crisis wont wait neither,0.2083333333333333,0.2395833333333333,Positive
ActivistJerry,"WATCH THE SECOND DOCUMENTARY TITLED:
THE FRAUD OF CLIMATE CHANGE!

Climate change is a significant and complex issue affecting the global environment and human societies. But we know the fraud of it  #ClimateChangefraud #ClimateStrike #ActOnClimate #ClimateAction","#ClimateChangefraud, #ClimateStrike, #ActOnClimate, #ClimateAction",watch second documentary titled fraud climate change climate change significant complex issue affecting global environment human societies know fraud climatechangefraud climatestrike actonclimate climateaction,0.0125,0.2291666666666666,Positive
Jason Smith - 上官杰文,"In addition to hemming in the deserts with ring after ring of new forests, China is also taking advantage of the deep desert to create massive solar power projects. #ClimateStrike #Solar #China","#ClimateStrike, #Solar, #China",addition hemming deserts ring ring new forests china also taking advantage deep desert create massive solar power projects climatestrike solar china,0.0454545454545454,0.6181818181818182,Positive
Klimastreik Schweiz #ClimateJusticeNow,Climatestrike  Switzerland stands in solidarity with Balochistan #ReleaseMahrangBaloch #StopBalochGenocide,"#ReleaseMahrangBaloch, #StopBalochGenocide",climatestrike switzerland stands solidarity balochistan releasemahrangbaloch stopbalochgenocide,0.0,0.0,Neutral
Allan Hedin,#FridaysForFuture #ClimateStrike #DigitalStrike #ClimateStrikeOnline #FightFor1Point5 #PeopleNotProfit #TippingPoints Week # 270,"#FridaysForFuture, #ClimateStrike, #DigitalStrike, #ClimateStrikeOnline, #FightFor1Point5, #PeopleNotProfit, #TippingPoints",fridaysforfuture climatestrike digitalstrike climatestrikeonline fightforpoint peoplenotprofit tippingpoints week,0.0,0.0,Neutral
Humayara Jeba,"Today’s Climate Strike In Sylhet,  Bangladesh.  #climateStrike #DontSellOurFuture @Fridays4future @YouthNetGlobal @SohanYouthNetG","#climateStrike, #DontSellOurFuture",todays climate strike sylhet bangladesh climatestrike dontsellourfuture,0.0,0.0,Neutral
Jason Smith - 上官杰文,"China's Hurricane Proof, Eiffel-Tower-Sized Wind Turbine Hits the Market

Dongfang Electric Corporation unveiled the massive, record-setting 26-megawatt offshore wind turbine.

It can power around 55,000 Chinese homes with merely 22 mph winds. #ClimateStrike #Climate #China","#ClimateStrike, #Climate, #China",chinas hurricane proof eiffeltowersized wind turbine hits market dongfang electric corporation unveiled massive recordsetting megawatt offshore wind turbine power around chinese homes merely mph winds climatestrike climate china,-0.1666666666666666,0.5,Negative
Jason Smith - 上官杰文,People who claim China's CO2 emissions are the problem need to spend more time looking at the data. #ClimateStrike #Climate #CO2,"#ClimateStrike, #Climate, #CO2",people claim chinas emissions problem need spend time looking data climatestrike climate,0.0,0.0,Neutral
UllapoolSharkAmbassador,"Climate strike week 323

Now is not the time for fossil fuel companies to scale back on renewable energy projects. #fridaysforfuture #climatestrike #peoplenotprofit #climatejusticenow","#fridaysforfuture, #climatestrike, #peoplenotprofit, #climatejusticenow",climate strike week time fossil fuel companies scale back renewable energy projects fridaysforfuture climatestrike peoplenotprofit climatejusticenow,0.0,0.0,Neutral
Auber Fichess #FreePalestine,"Week 74  #ClimateStrike  in  #Angola I throw a cat at this oppressive system, freedom to all Palestine. #FridaysForFuture #tomorrowistoolate #UprootTheSystem #FaceTheClimateEmergency #PeopleNotProfit #twiff  1, Fridays 4 Future Angola, Luanda ,Angola, 04,04,2025","#ClimateStrike, #Angola, #FridaysForFuture, #tomorrowistoolate, #UprootTheSystem, #FaceTheClimateEmergency, #PeopleNotProfit, #twiff",week climatestrike angola throw cat oppressive system freedom palestine fridaysforfuture tomorrowistoolate uprootthesystem facetheclimateemergency peoplenotprofit twiff fridays future angola luanda angola,0.0,0.125,Neutral
Michael Kalmanovitch,There will be a march from the UofA to the legislature in Edmonton at noon on Friday. #ClimateStrike #FridaysForFuture,"#ClimateStrike, #FridaysForFuture",march uofa legislature edmonton noon friday climatestrike fridaysforfuture,0.0,0.0,Neutral
Allan Hedin,#FridaysForFuture #ClimateStrike #DigitalStrike #ClimateStrikeOnline #FightFor1Point5 #PeopleNotProfit #TippingPoints Week # 287,"#FridaysForFuture, #ClimateStrike, #DigitalStrike, #ClimateStrikeOnline, #FightFor1Point5, #PeopleNotProfit, #TippingPoints",fridaysforfuture climatestrike digitalstrike climatestrikeonline fightforpoint peoplenotprofit tippingpoints week,0.0,0.0,Neutral
Jason Smith - 上官杰文,"Massive increases in the cost of solar technology in the USA are intrinsically linked with US policy decisions to tariff China.

The US has chosen a trade war over the needs of a burning planet.  #ClimateStrike #Climate #Solar","#ClimateStrike, #Climate, #Solar",massive increases cost solar technology usa intrinsically linked policy decisions tariff china chosen trade war needs burning planet climatestrike climate solar,0.0,1.0,Neutral
Jason Smith - 上官杰文,"China consistently reaches its targets early.

That is to say, we can anticipate China will meet its climate goals on time or ahead schedule. #ClimateStrike #Climate #China","#ClimateStrike, #Climate, #China",china consistently reaches targets early say anticipate china meet climate goals time ahead schedule climatestrike climate china,0.175,0.275,Positive
PATIENCE NABUKALU,There is no planet B. We should act on climate now.  #ClimateJustice #ClimateStrike,"#ClimateJustice, #ClimateStrike",planet act climate climatejustice climatestrike,0.0,0.0,Neutral
